PMID,Title,Authors,First Author,Journal/Book,Publication Year,Create Date
11593868,[The cardiac risk patient in anesthesia],"Baumert JH, Buhre W.",Baumert JH,Anaesthesist,2001,12-10-2001
35727643,Bisphenol A and Child Vascular Health: A Preview of Future Heart Disease Risk?,Schmidt S.,Schmidt S,Environ Health Perspect,2022,21-06-2022
29092914,Influence of socioeconomic factors on pregnancy outcome in women with structural heart disease,"van Hagen IM, Baart S, Fong Soe Khioe R, Sliwa-Hahnle K, Taha N, Lelonek M, Tavazzi L, Maggioni AP, Johnson MR, Maniadakis N, Fordham R, Hall R, Roos-Hesselink JW; ROPAC investigators.",van Hagen IM,Heart,2018,03-11-2017
23823908,Trastuzumab-related cardiotoxicity in early breast cancer: a cohort study,"Bonifazi M, Franchi M, Rossi M, Moja L, Zambelli A, Zambon A, Corrao G, La Vecchia C, Zocchetti C, Negri E.",Bonifazi M,Oncologist,2013,05-07-2013
25659450,Cardioprotective effect of valsartan in mice with short-term high-salt diet by regulating cardiac aquaporin 1 and angiogenic factor expression,"Jiang Y, Wang HY, Zheng S, Mu SQ, Ma MN, Xie X, Zhang YY, Zhang CX, Cai JH.",Jiang Y,Cardiovasc Pathol,2015,10-02-2015
32238278,Relation of Low Serum Magnesium to Mortality and Cardiac Allograft Vasculopathy Following Heart Transplantation,"Ram E, Lavee J, Shechter M, Kogan A, Maor E, Asher E, Freimark D, Klempfner R, Peled Y.",Ram E,Am J Cardiol,2020,03-04-2020
17082471,Immunomodulation strategies for preventing vascular disease of the brain and heart: workshop summary,"Hallenbeck J, Del Zoppo G, Jacobs T, Hakim A, Goldman S, Utz U, Hasan A; Immunomodulation Workshop Participants.",Hallenbeck J,Stroke,2006,04-11-2006
30853684,Coffee Consumption and All-Cause and Cardiovascular Mortality　- Three-Prefecture Cohort in Japan,"Sado J, Kitamura T, Kitamura Y, Liu R, Ando E, Sobue T, Sugawara Y, Matsuo K, Nakayama T, Tsuji I, Ito H, Suzuki T, Katanoda K, Tominaga S.",Sado J,Circ J,2019,12-03-2019
27475014,Dyspnea in the Elderly,"Barbera AR, Jones MP.",Barbera AR,Emerg Med Clin North Am,2016,01-08-2016
36608461,Fuzz-ClustNet: Coupled fuzzy clustering and deep neural networks for Arrhythmia detection from ECG signals,"Kumar S, Mallik A, Kumar A, Ser JD, Yang G.",Kumar S,Comput Biol Med,2023,06-01-2023
20949333,Time intervals and myocardial performance index by tissue Doppler imaging,"Correale M, Totaro A, Ieva R, Brunetti ND, Di Biase M.",Correale M,Intern Emerg Med,2011,16-10-2010
30777130,Piscine orthoreovirus subtype 3 (PRV-3) causes heart inflammation in rainbow trout (Oncorhynchus mykiss),"Vendramin N, Kannimuthu D, Olsen AB, Cuenca A, Teige LH, Wessel Ø, Iburg TM, Dahle MK, Rimstad E, Olesen NJ.",Vendramin N,Vet Res,2019,20-02-2019
25241014,New devices and technology in interventional cardiology,"Tobis JM, Abudayyeh I.",Tobis JM,J Cardiol,2015,22-09-2014
17878729,Frequency and significance of cardiac sources of embolism in the TOAST classification,"Han SW, Nam HS, Kim SH, Lee JY, Lee KY, Heo JH.",Han SW,Cerebrovasc Dis,2007,20-09-2007
27816156,Cardiac Lesions in the Critical Care Setting,"Gandhi M, Shamshirsaz AA.",Gandhi M,Obstet Gynecol Clin North Am,2016,07-11-2016
31109997,Multipotent fetal-derived Cdx2 cells from placenta regenerate the heart,"Vadakke-Madathil S, LaRocca G, Raedschelders K, Yoon J, Parker SJ, Tripodi J, Najfeld V, Van Eyk JE, Chaudhry HW.",Vadakke-Madathil S,Proc Natl Acad Sci U S A,2019,22-05-2019
20044867,Gender differences in cardiac rehabilitation outcomes: do women benefit equally in psychological health?,"Barth J, Volz A, Schmid JP, Kohls S, von Kanel R, Znoj H, Saner H.",Barth J,J Womens Health (Larchmt),2009,05-01-2010
39302309,Racial and Rural-Urban Disparities in Maternal Cardiac Disease Care in North Carolina: A Call to Action,"Moyett JM, Zambrano Guevara LM, Mallampati DP, Menard MK, Hughes BL, Small MJ, Livingston EG, Quist-Nelson J, Meng ML, Federspiel JJ.",Moyett JM,N C Med J,2023,20-09-2024
29387888,Premature Cardiac Disease and Death in Women Whose Infant Was Preterm and Small for Gestational Age: A Retrospective Cohort Study,"Silverberg O, Park AL, Cohen E, Fell DB, Ray JG.",Silverberg O,JAMA Cardiol,2018,02-02-2018
8887883,Canadian consensus recommendations for the measurement and reporting of diastolic dysfunction by echocardiography: from the Investigators of Consensus on Diastolic Dysfunction by Echocardiography,"Rakowski H, Appleton C, Chan KL, Dumesnil JG, Honos G, Jue J, Koilpillai C, Lepage S, Martin RP, Mercier LA, O'Kelly B, Prieur T, Sanfilippo A, Sasson Z, Alvarez N, Pruitt R, Thompson C, Tomlinson C.",Rakowski H,J Am Soc Echocardiogr,1996,01-09-1996
9382021,Influence of right ventricular volume and pressure overloads on assessment of left ventricular volume using two-dimensional echocardiography in infants and children with congenital heart diseases,"Matsumori M, Ito T, Toyono M, Harada K, Takada G.",Matsumori M,Am J Cardiol,1997,05-11-1997
38183678,Association of Thyroid Dysfunction in Individuals ≥ 65 Years of Age With Subclinical Cardiac Abnormalities,"Barasch E, Gottdiener J, Buzkova P, Cappola A, Shah S, DeFilippi C, Gardin J, Kizer JR.",Barasch E,J Clin Endocrinol Metab,2024,06-01-2024
25497594,Role of IP3 receptor signaling in cell functions and diseases,Mikoshiba K.,Mikoshiba K,Adv Biol Regul,2015,16-12-2014
26197955,HypoxamiRs: regulators of cardiac hypoxia and energy metabolism,"Azzouzi HE, Leptidis S, Doevendans PA, De Windt LJ.",Azzouzi HE,Trends Endocrinol Metab,2015,23-07-2015
18525385,Comparative outcome one year after formal cardiac rehabilitation: the effects of a randomized intervention to improve exercise adherence,"Arrigo I, Brunner-LaRocca H, Lefkovits M, Pfisterer M, Hoffmann A.",Arrigo I,Eur J Cardiovasc Prev Rehabil,2008,06-06-2008
17036186,Exercise and the risk of sudden cardiac death,"Corrado D, Migliore F, Basso C, Thiene G.",Corrado D,Herz,2006,13-10-2006
27000777,A decision support system to improve medical diagnosis using a combination of k-medoids clustering based attribute weighting and SVM,Peker M.,Peker M,J Med Syst,2016,23-03-2016
33226958,Risk factors for COVID-19 patients with cardiac injury: pulmonary ventilation dysfunction and oxygen inhalation insufficiency are not the direct causes,"Mu S, Wei W, Jin C, Pu N, Yu K, Gu G, Luo Z, Tong C, Han Y.",Mu S,Aging (Albany NY),2020,23-11-2020
30375810,"Cardiac Prevention and Rehabilitation ""3.0"": From acute to chronic phase. Position Paper of the ltalian Association for Cardiovascular Prevention and Rehabilitation (GICR-IACPR)","Pedretti RFE, Fattirolli F, Griffo R, Ambrosetti M, Angelino E, Brazzo S, Corrà U, Dasseni N, Faggiano P, Favretto G, Febo O, Ferrari M, Giallauria F, Greco C, Iannucci M, La Rovere MT, Mallardo M, Mazza A, Piepoli M, Riccio C, Scalvini S, Tavazzi L, Temporelli PL, Mureddu GF.",Pedretti RFE,Monaldi Arch Chest Dis,2018,31-10-2018
15946408,Prenatal exposure to maternal undernutrition induces adult cardiac dysfunction,"Cheema KK, Dent MR, Saini HK, Aroutiounova N, Tappia PS.",Cheema KK,Br J Nutr,2005,11-06-2005
2635247,Valvular heart disease in Kawasaki syndrome--incidence and natural history,"Akagi T, Kato H, Inoue HK, Sato N.",Akagi T,Kurume Med J,1989,01-01-1989
18719990,Depression predicts failure to complete phase-II cardiac rehabilitation,"Casey E, Hughes JW, Waechter D, Josephson R, Rosneck J.",Casey E,J Behav Med,2008,23-08-2008
28880023,Sudden infant death syndrome and inherited cardiac conditions,"Baruteau AE, Tester DJ, Kapplinger JD, Ackerman MJ, Behr ER.",Baruteau AE,Nat Rev Cardiol,2017,08-09-2017
2672766,Cardiovascular applications of nuclear magnetic resonance spectroscopy,Schaefer S.,Schaefer S,Am J Cardiol,1989,05-09-1989
30849381,"A Pictorial Essay of Immunotherapy: Complications that Internists Will See, Whether They Like it or Not","Evens A, Cyriac G, Jeong D, Araujo C, Gage K, Rose T.",Evens A,Am J Med,2019,09-03-2019
36904066,The Effects of Nutrition on Chronic Conditions,"Ojo O, Adegboye ARA.",Ojo O,Nutrients,2023,11-03-2023
1800440,Specificity of association in analysis of mortality and inference on causality,West RR.,West RR,Int J Epidemiol,1991,01-12-1991
32988422,Early outcomes of usage of cryoFORM® probe for cryomaze procedure in congenital heart surgery,"Altin FH, Balli S, Cicek M, Yurdakok O, Korun O, Sasmazel A, Aydemir NA.",Altin FH,Cardiol Young,2020,29-09-2020
29519812,Impact of Ischemic and Valvular Heart Disease on Atrial Excitation:A High-Resolution Epicardial Mapping Study,"Mouws EMJP, Lanters EAH, Teuwen CP, van der Does LJME, Kik C, Knops P, Yaksh A, Bekkers JA, Bogers AJJC, de Groot NMS.",Mouws EMJP,J Am Heart Assoc,2018,10-03-2018
16313221,"Mitochondrial DNA mutations, apoptosis, and the misfolded protein response","Mott JL, Zhang D, Zassenhaus HP.",Mott JL,Rejuvenation Res,2005,30-11-2005
22003057,Proteostasis and REDOX state in the heart,"Christians ES, Benjamin IJ.",Christians ES,Am J Physiol Heart Circ Physiol,2012,18-10-2011
7461013,Haemodynamic effects of a single intravenous dose of lorcainide in patients with heart disease,"Meinertz T, Kersting F, Kasper W, Just H, Bechtold H, Jähnchen E.",Meinertz T,Eur J Clin Pharmacol,1980,01-11-1980
20102935,Comparison of 80 versus 10 mg of atorvastatin on occurrence of cardiovascular events after the first event (from the Treating to New Targets [TNT] trial),"LaRosa JC, Deedwania PC, Shepherd J, Wenger NK, Greten H, DeMicco DA, Breazna A; TNT Investigators.",LaRosa JC,Am J Cardiol,2010,28-01-2010
23631185,[Atrial fibrillation concomitant with valvular heart disease],Ishii Y.,Ishii Y,Nihon Rinsho,2013,02-05-2013
15597357,Chronic disease risk in central New York dairy farmers: results from a large health survey 1989-1999,"Jenkins PL, Earle-Richardson G, Bell EM, May JJ, Green A.",Jenkins PL,Am J Ind Med,2005,15-12-2004
970226,"Pure mitral regurgitation. Etiology, pathology and clinical patterns","Amlie JP, Langmark F, Storstein O.",Amlie JP,Acta Med Scand,1976,01-01-1976
17702980,Cardiac energy metabolism in obesity,"Lopaschuk GD, Folmes CD, Stanley WC.",Lopaschuk GD,Circ Res,2007,19-08-2007
35593359,Prevalence of Cardiovascular Risk Factors and 10-Years Risk for Coronary Heart Disease in the United Arab Emirates,"Shehab A, Bakir S, Sabbour H, Elnour AA, Mahmeed WA, Salam AM, Kholy DE.",Shehab A,Curr Diabetes Rev,2023,20-05-2022
35060172,Thrombosis of native rheumatic mitral valve: A case report,"Karnib M, Helmy I, Annam A, Zacharias M, Hoit BD.",Karnib M,Echocardiography,2022,21-01-2022
1610749,Postoperative management of children with biliary atresia and heart failure,"Shimotake T, Iwai N, Yanagihara J, Deguchi E, Onouchi Z.",Shimotake T,Eur J Pediatr Surg,1992,01-04-1992
32908632,Uncovering the Molecular Mechanism of the Qiang-Xin 1 Formula on Sepsis-Induced Cardiac Dysfunction Based on Systems Pharmacology,"He S, Zhao J, Xu X, Cui X, Wang N, Han X, Guo Y, Liu Q.",He S,Oxid Med Cell Longev,2020,10-09-2020
28285668,Cardiac Surgery at the Cleveland Clinic,"Gillinov M, Szilagyi S, Svensson LG.",Gillinov M,Semin Thorac Cardiovasc Surg,2016,14-03-2017
6415826,Perioperative management of drug therapy,Pennock JL.,Pennock JL,Surg Clin North Am,1983,01-10-1983
34044430,Presentations and Outcomes of Severe Cardiac Complications in COVID-19: Rhode Island Experience,"Finn A, Jindal A, Selvaraj V, Authelet N, Gutman NH, Dapaah-Afriyie K.",Finn A,R I Med J (2013),2021,27-05-2021
7718649,Illnesses that Australians most feared in 1986 and 1993,"Borland R, Donaghue N, Hill D.",Borland R,Aust J Public Health,1994,01-12-1994
31266929,[Reversals in Decisions about Life-Sustaining Treatment and Associated Factors among Older Patients with Terminal Stage of Cardiopulmonary Disease],"Choi JJ, Kim SH, Kim SW.",Choi JJ,J Korean Acad Nurs,2019,04-07-2019
869295,The inside-out electrocardiographic stress test: a view from the left ventricular cavity,"MacAlpin RN, Cabeen WR.",MacAlpin RN,Angiology,1977,01-06-1977
20014986,Echocardiography in 2009: the future of clinical diagnosis,Nihoyannopoulos P.,Nihoyannopoulos P,Future Cardiol,2010,18-12-2009
12633145,Acute stroke increases QT dispersion in patients without known cardiac diseases,"Afsar N, Fak AS, Metzger JT, Van Melle G, Kappenberger L, Bogousslavsky J.",Afsar N,Arch Neurol,2003,14-03-2003
23575189,[Left atrial myxoma with a coronary artery steal syndrome due to the coronary artery to left atrial fistula; report of a case],"Sogabe O, Inokawa H, Tanaka S, Yamamoto H, Hashimoto K.",Sogabe O,Kyobu Geka,2013,12-04-2013
26377430,Cardiopulmonary exercise testing is predictive of return to work in cardiac patients after multicomponent rehabilitation,"Salzwedel A, Reibis R, Wegscheider K, Eichler S, Buhlert H, Kaminski S, Völler H.",Salzwedel A,Clin Res Cardiol,2016,18-09-2015
12967600,A possible cardioprotective effect of heat shock proteins during cardiac surgery in pediatric patients,"Giannessi D, Caselli C, Vitale RL, Crucean A, Murzi B, Del Ry S, Vanini V, Biagini A.",Giannessi D,Pharmacol Res,2003,12-09-2003
26044248,Genetics of sudden cardiac death,"Bezzina CR, Lahrouchi N, Priori SG.",Bezzina CR,Circ Res,2015,06-06-2015
31226628,"Associations between ambient air pollution and mortality from all causes, pneumonia, and congenital heart diseases among children aged under 5 years in Beijing, China: A population-based time series study","Wang J, Cao H, Sun D, Qi Z, Guo C, Peng W, Sun Y, Xie Y, Liu X, Li B, Luo Y, Pan Y, Li Y, Zhang L.",Wang J,Environ Res,2019,22-06-2019
38784485,Hematologic Derangements among Children with Unoperated Cyanotic Congenital Heart Disease in Ethiopia,"Alemseged S, Tefera E.",Alemseged S,Ethiop J Health Sci,2023,24-05-2024
26356137,Consecutive percutaneous valve-in-valve replacement late after Ross procedure: A novel approach in an adult with congenital heart disease,"Wiktor DM, Kay JD, Kim MS.",Wiktor DM,Catheter Cardiovasc Interv,2015,11-09-2015
30917366,Decreased Amino Acid Concentrations are Involved in Congenital Heart Disease,"Lai G, Li X, Zhang B, Wang L, He R, Zhao Y.",Lai G,Ann Nutr Metab,2019,28-03-2019
27599529,"Heart Development, Diseases, and Regeneration　- New Approaches From Innervation, Fibroblasts, and Reprogramming",Ieda M.,Ieda M,Circ J,2016,08-09-2016
30856204,"Anxiety, depression and quality of life in acute high risk cardiac disease patients eligible for wearable cardioverter defibrillator: Results from the prospective multicenter CRED-registry","Weiss M, Michels G, Eberhardt F, Fehske W, Winter S, Baer F, Choi YH, Albus C, Steven D, Baldus S, Pfister R.",Weiss M,PLoS One,2019,12-03-2019
16307734,Cardiac lipoprotein lipase: metabolic basis for diabetic heart disease,"Pulinilkunnil T, Rodrigues B.",Pulinilkunnil T,Cardiovasc Res,2006,26-11-2005
34463685,[Physical activity in patients with repaired and unrepaired congenital heart diseases. Task Force for exercise prescription in patients with congenital heart disease of the Italian Society of Pediatric Cardiology and Congenital Heart Disease],"Marzullo R, Balducci A, Cafiero G, Cifra B, Trocchio G, Varnier M, Colonna P.",Marzullo R,G Ital Cardiol (Rome),2021,31-08-2021
35236765,Physical activity and exercise recommendations for patients with valvular heart disease,"Chatrath N, Papadakis M.",Chatrath N,Heart,2022,03-03-2022
33922534,"Connexins in the Heart: Regulation, Function and Involvement in Cardiac Disease","Rodríguez-Sinovas A, Sánchez JA, Valls-Lacalle L, Consegal M, Ferreira-González I.",Rodríguez-Sinovas A,Int J Mol Sci,2021,30-04-2021
15459473,Isolated noncompaction of the left ventricular myocardium in an elderly patient,"Sakuma M, Hayashi T, Kamishirado H, Akiya K, Takayanagi K, Morooka S.",Sakuma M,Circ J,2004,02-10-2004
18239395,High prevalence of risk factors in coronary artery disease in EUROPA gives HOPE for ACE inhibitors after PEACE,"Pedersen SA, Galatius S, Olsen MH, Madsen BK, Madsen JK, Nielsen OW.",Pedersen SA,Cardiology,2008,02-02-2008
29272398,A prediction score for significant coronary artery disease in Chinese patients ≥50 years old referred for rheumatic valvular heart disease surgery,"Xu Z, Pan J, Chen T, Zhou Q, Wang Q, Cao H, Fan F, Luo X, Ge M, Wang D.",Xu Z,Interact Cardiovasc Thorac Surg,2018,23-12-2017
21790922,Investigating the adverse respiratory effects of β-blocker treatment: six years of prospective longitudinal data in a cohort with cardiac disease,"Cochrane B, Quinn S, Walters H, Young I.",Cochrane B,Intern Med J,2012,28-07-2011
19782580,Incidence and risk factors for mortality in infants awaiting heart transplantation in the USA,"Mah D, Singh TP, Thiagarajan RR, Gauvreau K, Piercey GE, Blume ED, Fynn-Thompson F, Almond CS.",Mah D,J Heart Lung Transplant,2009,29-09-2009
25394933,[The genome and cardiology],"Bundgaard H, Diness BR, Tfelt-Hansen J, Henriksen FL, Eschen O, Skovby F, Havndrup O, Jensen HK, Tybjærg-Hansen A.",Bundgaard H,Ugeskr Laeger,2014,15-11-2014
37537911,Current practice of care for adolescent and adult patients after Fontan surgery in Poland,"Warchoł-Celińska E, Mazurek-Kula A, Gladysz-Piestrzynska P, Maciejewska-Szabelska M, Zuk M, Powichrowska Z, Tomkiewicz-Pajak L, Bartczak-Rutkowska A, Trojnarska O, Kusa J, Moszura T, Brzezińska-Rajszys G, Hoffman P.",Warchoł-Celińska E,Kardiol Pol,2023,04-08-2023
26524115,Cardiomyocytes from human pluripotent stem cells: From laboratory curiosity to industrial biomedical platform,"Denning C, Borgdorff V, Crutchley J, Firth KS, George V, Kalra S, Kondrashov A, Hoang MD, Mosqueira D, Patel A, Prodanov L, Rajamohan D, Skarnes WC, Smith JG, Young LE.",Denning C,Biochim Biophys Acta,2016,03-11-2015
31728674,Follow-up study of patients admitted to the pediatric emergency department for chest pain,"Gesuete V, Fregolent D, Contorno S, Tamaro G, Barbi E, Cozzi G.",Gesuete V,Eur J Pediatr,2020,16-11-2019
123408,Cor pulmonale (pulmonary heart disease): present-day status,Ferrer MI.,Ferrer MI,Am Heart J,1975,01-05-1975
29166536,Clinical investigation of left ventricular pacing using coronary sinus in patients with mechanical prosthetic tricuspid valve replacement,"Zha K, Cui K, Liu X, Fang Y.",Zha K,Clin Cardiol,2017,23-11-2017
32247699,Adverse cardiac events after vascular surgery are prevalent despite negative results of preoperative stress testing,"Columbo JA, Barnes JA, Jones DW, Suckow BD, Walsh DB, Powell RJ, Goodney PP, Stone DH.",Columbo JA,J Vasc Surg,2020,06-04-2020
25818103,Gender Analysis in the Outcomes of a Lifestyle Intervention Among Patients Who Had an Open Heart Surgery,"Kadda O, Manginas A, Stavridis G, Balanos D, Kotiou M, Panagiotakos DB.",Kadda O,Angiology,2016,31-03-2015
3591680,Relation of dyspnea to left ventricular wall motion disturbances in a population of 67-year-old men,"Caidahl K, Svärdsudd K, Eriksson H, Wilhelmsen L.",Caidahl K,Am J Cardiol,1987,01-06-1987
23899781,Almanac 2013: novel non-coronary cardiac interventions,"Meier P, Franzen O, Lansky AJ.",Meier P,Heart,2013,01-08-2013
28154101,Cardioembolic Stroke,"Kamel H, Healey JS.",Kamel H,Circ Res,2017,04-02-2017
23422782,Delayed enhancement magnetic resonance imaging in nonischemic myocardial disease,"Moraes GL, Higgins CB, Ordovas KG.",Moraes GL,J Thorac Imaging,2013,21-02-2013
32903022,Chronic pulmonary thromboembolism due to intracardiac and pulmonary hydatidosis,"Kaskar A, Shetty V, Shetty D.",Kaskar A,Asian Cardiovasc Thorac Ann,2020,09-09-2020
30102730,The effect of Tmem135 overexpression on the mouse heart,"Lewis SA, Takimoto T, Mehrvar S, Higuchi H, Doebley AL, Stokes G, Sheibani N, Ikeda S, Ranji M, Ikeda A.",Lewis SA,PLoS One,2018,14-08-2018
32696111,Motion-corrected cardiac MRI is associated with decreased anesthesia exposure in children,"Christopher AB, Quinn RE, Zoulfagharian S, Matisoff AJ, Cross RR, Xue H, Campbell-Washburn A, Olivieri LJ.",Christopher AB,Pediatr Radiol,2020,23-07-2020
29445057,Utility of Fluid Assessment Based on the Intrathoracic Impedance Monitoring in a Peripartum Woman with Heart Disease,"Daimon A, Kamiya CA, Sawada M, Ueda Y, Horiuchi C, Miyoshi T, Tsuritani M, Iwanaga N, Neki R, Okamura H, Kusano S, Yoshimatsu J.",Daimon A,Int Heart J,2018,16-02-2018
35811494,Adding complexity to complexity: The role of concomitant cardiac surgery in lung transplantation,"Scheinin SA, Singh G, Loebe M.",Scheinin SA,J Card Surg,2022,11-07-2022
24049113,"Mg supplementation attenuates ritonavir-induced hyperlipidemia, oxidative stress, and cardiac dysfunction in rats","Mak IT, Kramer JH, Chen X, Chmielinska JJ, Spurney CF, Weglicki WB.",Mak IT,Am J Physiol Regul Integr Comp Physiol,2013,20-09-2013
10700071,Transjugular approach to concurrent mitral-aortic and mitral-tricuspid balloon valvuloplasty,"Joseph G, Rajendiran G, Rajpal KA.",Joseph G,Catheter Cardiovasc Interv,2000,04-03-2000
23990226,The prevalence of abnormal echocardiographic findings in a sample of urban adult population,"Kopeć G, Sobień B, Podolec M, Waligóra M, Brózda M, Zarzecka J, Loster B, Nessler J, Pająk A, Podolec P.",Kopeć G,Kardiol Pol,2014,31-08-2013
30387534,Outcomes in human immunodeficiency virus-infected recipients of heart transplants,"Chen C, Wen X, Yadav A, Belviso N, Kogut S, McCauley J.",Chen C,Clin Transplant,2019,03-11-2018
11147480,Acute electrocardiographic changes after pneumonectomy,"Frye DM, Sahn AS.",Frye DM,South Med J,2000,09-01-2001
25583108,Right ventricular failure secondary to chronic overload in congenital heart diseases: benefits of cell therapy using human embryonic stem cell-derived cardiac progenitors,"Lambert V, Gouadon E, Capderou A, Le Bret E, Ly M, Dinanian S, Renaud JF, Pucéat M, Rücker-Martin C.",Lambert V,J Thorac Cardiovasc Surg,2015,14-01-2015
28950356,New York Heart Association (NYHA) classification in adults with congenital heart disease: relation to objective measures of exercise and outcome,"Bredy C, Ministeri M, Kempny A, Alonso-Gonzalez R, Swan L, Uebing A, Diller GP, Gatzoulis MA, Dimopoulos K.",Bredy C,Eur Heart J Qual Care Clin Outcomes,2018,27-09-2017
31968274,"Congenital heart disease in children: Orofacial myofunctional aspects, eating behavior and facial temperature","Barbosa MDG, Castelo PM, Ferreira CLP, Haddad DS, Chiari BM, Santana MV, Bommarito S.",Barbosa MDG,Int J Pediatr Otorhinolaryngol,2020,23-01-2020
15863399,Early glycoprotein IIb/IIIa inhibitor use for non-ST-segment elevation acute coronary syndrome: patient selection and associated treatment patterns,"Hoekstra JW, Roe MT, Peterson ED, Menon V, Mulgund J, Pollack CV, Miller C, Palabrica T, Harrington RA, Ohman EM, Gibler WB.",Hoekstra JW,Acad Emerg Med,2005,03-05-2005
29540261,"Stroke, thromboembolism and bleeding in patients with atrial fibrillation according to the EHRA valvular heart disease classification","Bisson A, Bodin A, Clementy N, Bernard A, Babuty D, Lip GYH, Fauchier L.",Bisson A,Int J Cardiol,2018,16-03-2018
11032353,Effects of anaemia on cardiovascular status,"O'Riordan E, Foley RN.",O'Riordan E,Nephrol Dial Transplant,2000,14-10-2000
16781283,Pathogenesis of cardiotoxicity induced by anthracyclines,Elliott P.,Elliott P,Semin Oncol,2006,20-06-2006
19573382,[Clinical characteristics of cardiac syncope in children],"Zhang QY, DU JB, Qi JG, Han L, Li WZ.",Zhang QY,Zhonghua Er Ke Za Zhi,2009,04-07-2009
22921169,[An alarming threat to secondary prevention: low compliance (lifestyle) and poor adherence (drugs)],Fuster V.,Fuster V,Rev Esp Cardiol (Engl Ed),2012,28-08-2012
30929035,Cardiac surgery 2018 reviewed,"Doenst T, Bargenda S, Kirov H, Moschovas A, Tkebuchava S, Safarov R, Diab M, Faerber G.",Doenst T,Clin Res Cardiol,2019,01-04-2019
9783861,Social capital and health: implications for public health and epidemiology,Lomas J.,Lomas J,Soc Sci Med,1998,23-10-1998
939022,The clinical significance of exercise-induced ST-segment elevation,"Chahine RA, Raizner AE, Ishimori T.",Chahine RA,Circulation,1976,01-08-1976
15161646,Novel NKX2-5 mutations in diseased heart tissues of patients with cardiac malformations,"Reamon-Buettner SM, Hecker H, Spanel-Borowski K, Craatz S, Kuenzel E, Borlak J.",Reamon-Buettner SM,Am J Pathol,2004,27-05-2004
25096231,Preoperative anemia increases mortality and postoperative morbidity after cardiac surgery,"Miceli A, Romeo F, Glauber M, de Siena PM, Caputo M, Angelini GD.",Miceli A,J Cardiothorac Surg,2014,07-08-2014
1531092,Early diagnosis of cor pulmonale with MR imaging of the right ventricle,"Pattynama PM, Willems LN, Smit AH, van der Wall EE, de Roos A.",Pattynama PM,Radiology,1992,01-02-1992
12659987,Can we predict which patients with implantable cardioverter defibrillators receive appropriate shock therapy? A study of 155 patients,"Rinaldi CA, Simon RD, Baszko A, Bostock J, Elliot D, Bucknall C, Gill JS.",Rinaldi CA,Int J Cardiol,2003,28-03-2003
3349853,Acute myocardial ischemia with prolonged left ventricular dyskinesia and mural thrombus formation in asymmetric septal hypertrophy,"Sagie A, Sclarovsky S, Strasberg B, Agmon J.",Sagie A,Chest,1988,01-04-1988
19554489,[Recommendations of the Heart Diagnosis Working Group of the German Roentgen Society for use of computerized tomography and magnetic resonance tomography in heart diagnosis. 1-- Computerized tomography],"Fischbach R, Miller S, Beer M, Lotz J, Kivelitz D.",Fischbach R,Rofo,2009,26-06-2009
36907158,The U-wave: A remaining enigma of the electrocardiogram,"Kihlgren M, Almqvist C, Amankhani F, Jonasson L, Norman C, Perez M, Ebrahimi A, Gottfridsson C.",Kihlgren M,J Electrocardiol,2023,12-03-2023
1260991,Echocardiographic assessment of left ventricular function in mitral valve disease,McDonald IG.,McDonald IG,Circulation,1976,01-05-1976
33609669,Impact of Thoracic Radiation on Patients Undergoing Cardiac Surgery,"Brown JA, Aranda-Michel E, Kilic A, Serna-Gallegos D, Bianco V, Thoma FW, Sultan I.",Brown JA,Semin Thorac Cardiovasc Surg,2022,20-02-2021
8546548,Congestive heart failure with normal left ventricular systolic function. Clinical approaches to the diagnosis and treatment of diastolic heart failure,"Vasan RS, Benjamin EJ, Levy D.",Vasan RS,Arch Intern Med,1996,22-01-1996
19201341,Virtual histology intravascular ultrasound assessment of cardiac allograft vasculopathy from 1 to 20 years after heart transplantation,"Hernandez JM, de Prada JA, Burgos V, Sainz Laso F, Valls MF, Vilchez FG, Llano M, Ruano J, Zueco J, Colman T, Duran RM.",Hernandez JM,J Heart Lung Transplant,2009,10-02-2009
9293826,The utility of dobutamine echocardiography in preoperative evaluation for elective aortic surgery,"Shafritz R, Ciocca RG, Gosin JS, Shindler DM, Doshi M, Graham AM.",Shafritz R,Am J Surg,1997,01-08-1997
29258620,Refractory ventricular fibrillations after surgical repair of atrial septal defects in a patient with CACNA1C gene mutation - case report,"Kojima A, Shikata F, Okamura T, Higaki T, Ohno S, Horie M, Uchita S, Kawanishi Y, Namiguchi K, Yasugi T, Izutani H.",Kojima A,J Cardiothorac Surg,2017,21-12-2017
15791285,Cardiac chymase: pathophysiological role and therapeutic potential of chymase inhibitors,"Doggrell SA, Wanstall JC.",Doggrell SA,Can J Physiol Pharmacol,2005,26-03-2005
28783088,Predicting Urban Medical Services Demand in China: An Improved Grey Markov Chain Model by Taylor Approximation,"Duan J, Jiao F, Zhang Q, Lin Z.",Duan J,Int J Environ Res Public Health,2017,08-08-2017
28432286,"The Breathing, Thinking, Functioning clinical model: a proposal to facilitate evidence-based breathlessness management in chronic respiratory disease","Spathis A, Booth S, Moffat C, Hurst R, Ryan R, Chin C, Burkin J.",Spathis A,NPJ Prim Care Respir Med,2017,23-04-2017
22015049,[Global therapy management of chronic heart failure during cardiac rehabilitation],Bigot M.,Bigot M,Ann Cardiol Angeiol (Paris),2012,22-10-2011
